employee_id,first_name,last_name,full_name,age,nationality,location,department,position,level,salary,bonus,arrears,conveyance_charge,monthly_lunch_plan,quarterly_spend_voucher
MIL-07876,Robert,Newman,Robert Newman,60,American,New York,Sales & Marketing,Sales Executive,L7,728562,178905,2396,1673,1402,6161
MIL-07877,Amy,Smith,Amy Smith,50,Australian,Sydney,Sales & Marketing,Sales Executive,L7,437979,78027,0,2494,3719,10871
MIL-07878,Michelle,Mercer,Michelle Mercer,38,Australian,Melbourne,Customer Support,Team Lead,L8,701294,104126,4248,4832,1542,9809
MIL-07879,Johnny,Conrad,Johnny Conrad,25,Australian,Melbourne,Finance,Senior Analyst,L8,603671,121204,5488,2436,3565,10327
MIL-07880,Rachel,Rosales,Rachel Rosales,42,Australian,Sydney,Customer Support,Team Lead,L4,165131,28760,0,3631,3405,10936
MIL-07881,William,Harris,William Harris,56,American,New York,Operations,Director,L6,188801,44021,4898,2683,1491,8607
MIL-07882,Jason,Malone,Jason Malone,45,British,London,Operations,Ops Manager,L6,253815,56374,0,4149,2629,6476
MIL-07883,Thomas,Fox,Thomas Fox,40,Indian,Chennai,Finance,Analyst,L5,195299,20342,4046,2574,2014,10614
MIL-07884,Julie,Jackson,Julie Jackson,59,Australian,Sydney,Operations,Director,L5,289339,64451,0,2336,2891,13740
MIL-07885,Emily,Herrera,Emily Herrera,47,American,New York,Engineering,Senior Engineer,L5,386562,44596,0,2437,2099,2120
MIL-07886,Jill,Park,Jill Park,34,Canadian,Vancouver,Sales & Marketing,Director,L10,643642,74283,0,3033,2666,9911
MIL-07887,Cynthia,Barajas,Cynthia Barajas,41,American,San Francisco,Operations,Ops Manager,L6,370656,55143,2178,2530,1538,8575
MIL-07888,Ashley,Mosley,Ashley Mosley,30,German,Munich,Product,Senior PM,L9,680761,132767,6584,1884,1629,5310
MIL-07889,Alexis,Cooper,Alexis Cooper,55,Australian,Sydney,Product,Director,L8,831464,133822,8975,4297,2700,3844
MIL-07890,Tiffany,Allen,Tiffany Allen,55,Indian,Delhi,Data & AI,ML Engineer,L8,562376,78610,0,2965,1566,13899
MIL-07891,Jared,Hall,Jared Hall,22,Indian,Pune,HR,HR Director,L1,54601,12121,0,2481,3576,2616
MIL-07892,Sarah,Bryant,Sarah Bryant,60,German,Munich,Product,Senior PM,L8,604695,148603,5434,2255,3816,5286
MIL-07893,Jeffrey,Hunter,Jeffrey Hunter,57,American,San Francisco,Operations,Director,L3,109088,13961,0,4195,1631,3944
MIL-07894,Glenn,Conrad,Glenn Conrad,50,Indian,Mumbai,Engineering,Intern,L7,707705,171100,0,4741,2113,9609
MIL-07895,Olivia,Jordan,Olivia Jordan,58,Canadian,Vancouver,Operations,Director,L8,840535,104648,0,4910,1730,8655
MIL-07896,Kevin,Walker,Kevin Walker,45,American,Chicago,Finance,Senior Analyst,L6,290066,37464,0,4653,3324,9998
MIL-07897,Howard,Miller,Howard Miller,49,Indian,Mumbai,Customer Support,Team Lead,L10,609937,86244,5045,4441,1677,5557
MIL-07898,David,Clark,David Clark,58,Australian,Sydney,Engineering,Engineering Manager,L4,97101,11819,0,4614,1458,14668
MIL-07899,Cindy,Hardy,Cindy Hardy,32,Indian,Mumbai,Sales & Marketing,Manager,L2,43743,5013,8583,2753,2091,4900
MIL-07900,Jason,Hart,Jason Hart,56,American,Chicago,HR,HR Manager,L3,88343,20146,0,4265,2060,11811
MIL-07901,Joseph,Smith,Joseph Smith,42,Australian,Melbourne,Sales & Marketing,Manager,L8,480785,62927,0,4458,2129,3936
MIL-07902,Mary,Baker,Mary Baker,49,American,New York,Product,Associate PM,L10,731138,164730,8616,3917,3512,10427
MIL-07903,Sheila,Lucas,Sheila Lucas,55,Indian,Hyderabad,Operations,Ops Executive,L2,58818,8378,0,1721,2104,13278
MIL-07904,Brendan,Wright,Brendan Wright,31,Australian,Melbourne,Data & AI,ML Engineer,L2,47353,9729,0,3618,2982,8993
MIL-07905,Michael,Roberts,Michael Roberts,51,Australian,Melbourne,Product,Associate PM,L6,348681,46239,0,2755,1543,13295
MIL-07906,Morgan,Moran,Morgan Moran,30,German,Berlin,Product,Associate PM,L8,497751,49959,0,3614,3853,9658
MIL-07907,Melissa,Johnson,Melissa Johnson,37,Australian,Melbourne,Data & AI,ML Engineer,L2,42669,6284,5598,2641,3111,2346
MIL-07908,Paul,Bauer,Paul Bauer,47,American,New York,HR,HR Manager,L7,473801,49427,8692,3536,2182,6880
MIL-07909,Daniel,Snow,Daniel Snow,35,German,Berlin,Operations,Director,L6,317125,61120,0,3162,3505,13215
MIL-07910,Timothy,Summers,Timothy Summers,25,Australian,Melbourne,Customer Support,Manager,L2,58935,11476,0,3491,2956,10204
MIL-07911,Amy,Thompson,Amy Thompson,53,Australian,Melbourne,Data & AI,Data Scientist,L7,577296,57844,0,3618,2917,11470
MIL-07912,Alicia,Duran,Alicia Duran,26,Australian,Sydney,Data & AI,Data Scientist,L2,56365,12590,0,3305,2415,14103
MIL-07913,Joshua,Church,Joshua Church,42,British,London,Operations,Ops Executive,L7,595168,148580,0,4313,3809,12053
MIL-07914,William,Schneider,William Schneider,47,American,New York,Operations,Ops Executive,L6,290816,65649,0,4340,3101,10853
MIL-07915,Nicholas,Combs,Nicholas Combs,52,Indian,Delhi,Product,Director,L7,422190,88757,6482,3322,3784,8303
MIL-07916,Melissa,Welch,Melissa Welch,29,American,San Francisco,Engineering,Tech Lead,L5,224221,35788,6520,3859,3804,9396
MIL-07917,Kelly,Rowe,Kelly Rowe,45,Indian,Hyderabad,HR,HR Associate,L10,454060,74140,1175,2264,2507,6585
MIL-07918,Ryan,Casey,Ryan Casey,27,American,Chicago,Operations,Ops Manager,L8,651271,138459,0,4264,3890,8705
MIL-07919,Joseph,Bender,Joseph Bender,34,British,London,HR,HR Director,L10,548029,121535,0,3153,2934,14484
MIL-07920,Bonnie,Moore,Bonnie Moore,57,Indian,Bangalore,Data & AI,Data Scientist,L6,282476,35261,0,2725,2053,5428
MIL-07921,Jeffery,Taylor,Jeffery Taylor,36,British,London,Operations,Ops Manager,L9,758000,100636,0,4089,1967,9447
MIL-07922,Matthew,Miller,Matthew Miller,43,German,Munich,Data & AI,AI Lead,L6,249588,25759,0,3152,1799,11896
MIL-07923,Karen,Maldonado,Karen Maldonado,40,Australian,Sydney,Product,Director,L6,327101,34077,7092,1984,3824,10345
MIL-07924,Brian,Perkins,Brian Perkins,54,German,Berlin,HR,HR Manager,L10,834353,108664,0,2316,2119,7987
MIL-07925,Elaine,Pierce,Elaine Pierce,41,British,London,Product,Senior PM,L10,674734,148007,7506,2456,2674,5108
MIL-07926,Benjamin,Richardson,Benjamin Richardson,34,Indian,Delhi,Engineering,Junior Engineer,L7,616609,121780,0,1606,3645,13388
MIL-07927,Deborah,Jensen,Deborah Jensen,43,Australian,Melbourne,Sales & Marketing,Sales Executive,L1,25261,3183,0,1935,3802,11324
MIL-07928,Charles,Davis,Charles Davis,32,Australian,Sydney,Finance,Senior Analyst,L4,108918,14930,0,3387,1903,10785
MIL-07929,Craig,Garcia,Craig Garcia,30,American,Chicago,Product,Associate PM,L9,751112,77289,0,4144,2232,2227
MIL-07930,Regina,Lawrence,Regina Lawrence,51,American,New York,Data & AI,Data Scientist,L4,110473,25613,1825,2412,3076,11286
MIL-07931,Michele,Lane,Michele Lane,37,Canadian,Toronto,Sales & Marketing,Director,L3,75443,14884,0,2447,3863,11046
MIL-07932,Kimberly,Thomas,Kimberly Thomas,59,American,New York,HR,HR Director,L10,612917,67384,5051,4345,1717,4347
MIL-07933,Michael,Brown,Michael Brown,49,Indian,Bangalore,Operations,Ops Manager,L9,432130,59740,5372,3275,2800,13587
MIL-07934,Marcia,Lee,Marcia Lee,50,German,Berlin,Sales & Marketing,Director,L10,629124,86074,0,2960,3483,7612
MIL-07935,David,King,David King,50,American,San Francisco,Operations,Director,L1,39273,5298,0,2605,3931,11265
MIL-07936,Jennifer,Anderson,Jennifer Anderson,25,Australian,Sydney,Finance,Analyst,L2,40659,8438,1935,4294,3785,4185
MIL-07937,Jeffrey,Williams,Jeffrey Williams,22,American,San Francisco,Finance,Analyst,L3,81158,11085,0,2600,3635,13017
MIL-07938,Donald,Rivera,Donald Rivera,44,British,Manchester,Sales & Marketing,Sales Executive,L9,895136,185787,0,4976,2428,4064
MIL-07939,Marissa,Macias,Marissa Macias,34,Indian,Pune,Data & AI,Data Analyst,L6,398297,77157,0,3537,2771,7541
MIL-07940,Robin,Rodriguez,Robin Rodriguez,58,Australian,Sydney,Operations,Director,L1,26222,5873,0,2267,3041,13600
MIL-07941,Corey,Gomez,Corey Gomez,57,British,Manchester,Operations,Director,L3,145406,21631,0,4831,2522,10028
MIL-07942,Raymond,Mcmillan,Raymond Mcmillan,31,German,Berlin,Operations,Ops Manager,L4,68488,14970,0,3446,1898,5558
MIL-07943,Michael,Duarte,Michael Duarte,52,Indian,Hyderabad,Finance,Director,L9,809286,199551,0,2906,3939,2808
MIL-07944,Mark,Bowers,Mark Bowers,29,British,Manchester,Operations,Ops Executive,L1,34738,6490,7362,4315,1712,2974
MIL-07945,Laura,Jones,Laura Jones,57,British,Manchester,HR,HR Associate,L8,441805,46070,0,2860,2906,12909
MIL-07946,Jessica,Carpenter,Jessica Carpenter,55,British,London,Data & AI,AI Lead,L7,875919,109194,5392,3049,2579,7148
MIL-07947,Rebecca,Moore,Rebecca Moore,24,American,Chicago,Sales & Marketing,Director,L7,582614,113479,1727,3416,3114,4467
MIL-07948,Ronnie,Ross,Ronnie Ross,37,British,Manchester,Customer Support,Manager,L2,33157,7504,0,1909,2117,3019
MIL-07949,Mark,Joseph,Mark Joseph,29,Australian,Sydney,Data & AI,Data Scientist,L4,117739,23919,1392,2946,3620,4202
MIL-07950,Victor,Strickland,Victor Strickland,28,German,Berlin,Sales & Marketing,Sales Executive,L3,139310,21351,0,4479,1516,11599
MIL-07951,Rodney,Harrison,Rodney Harrison,21,Canadian,Toronto,Sales & Marketing,Marketing Associate,L4,174192,36601,0,1508,3497,6343
MIL-07952,William,Mosley,William Mosley,38,German,Munich,HR,HR Manager,L5,347979,37081,0,4699,3738,9137
MIL-07953,Patricia,Davis,Patricia Davis,32,Indian,Hyderabad,Engineering,Intern,L4,65833,16204,0,3902,2043,2964
MIL-07954,Michelle,Gibson,Michelle Gibson,55,Canadian,Toronto,Engineering,Senior Engineer,L10,721993,101627,0,2206,1225,14475
MIL-07955,Heather,Clark,Heather Clark,28,American,New York,Operations,Ops Manager,L10,873664,181060,9280,2873,1544,6013
MIL-07956,Tonya,Lane,Tonya Lane,54,German,Berlin,Engineering,Intern,L9,450527,61620,0,2275,3609,4305
MIL-07957,Jill,Gutierrez,Jill Gutierrez,28,Indian,Delhi,Sales & Marketing,Director,L10,682525,109845,0,2164,3847,5653
MIL-07958,Gina,Kim,Gina Kim,39,German,Munich,Engineering,Junior Engineer,L8,549008,113873,0,4741,1456,6068
MIL-07959,Christopher,Young,Christopher Young,37,American,New York,Operations,Ops Executive,L10,408687,101520,0,2856,1257,11941
MIL-07960,Krista,Williams,Krista Williams,27,Canadian,Toronto,Product,Product Manager,L9,840940,142878,0,3165,3320,8579
MIL-07961,Stephanie,Pace,Stephanie Pace,60,Canadian,Vancouver,Finance,Director,L5,267251,65472,0,3027,2344,10215
MIL-07962,Ethan,Best,Ethan Best,51,Indian,Bangalore,Engineering,Senior Engineer,L1,58687,8700,0,3813,2278,9039
MIL-07963,James,House,James House,54,Indian,Bangalore,Customer Support,Team Lead,L4,91706,18578,0,4241,2593,14743
MIL-07964,Samuel,Jones,Samuel Jones,59,German,Berlin,Data & AI,ML Engineer,L3,139482,16839,0,4140,3185,2644
MIL-07965,Mark,Martin,Mark Martin,48,Canadian,Toronto,Engineering,Intern,L3,128992,20428,0,1742,2815,7069
MIL-07966,Austin,Lowery,Austin Lowery,31,Indian,Mumbai,Product,Senior PM,L9,421551,89887,0,2000,2615,13916
MIL-07967,Julie,Holloway,Julie Holloway,22,Indian,Chennai,Finance,Director,L10,543509,59753,0,4758,1329,4287
MIL-07968,Kelly,Ferguson,Kelly Ferguson,28,Australian,Melbourne,Product,Associate PM,L1,20417,2526,7755,2766,3744,7206
MIL-07969,Steven,Mills,Steven Mills,37,Australian,Sydney,Sales & Marketing,Marketing Associate,L7,844951,175249,0,3233,1294,13640
MIL-07970,Zachary,Scott,Zachary Scott,35,Indian,Bangalore,Sales & Marketing,Marketing Associate,L10,867381,146876,5657,2760,3135,5808
MIL-07971,Christina,Black,Christina Black,29,German,Berlin,Finance,Senior Analyst,L9,448334,82763,5348,3605,2275,11005
MIL-07972,John,Sellers,John Sellers,30,Indian,Mumbai,Engineering,Intern,L6,197180,47594,0,2615,1431,14987
MIL-07973,Robert,Barnett,Robert Barnett,49,Indian,Bangalore,HR,HR Manager,L5,193938,44640,0,4806,1661,14548
MIL-07974,Ashley,Cervantes,Ashley Cervantes,40,Indian,Chennai,Product,Director,L8,407211,100481,0,2781,2781,5521
MIL-07975,David,Middleton,David Middleton,21,British,London,Sales & Marketing,Sales Executive,L8,568240,65158,0,3440,3911,9471
MIL-07976,Peter,Wilson,Peter Wilson,29,British,London,HR,HR Manager,L2,24620,2966,0,4852,1371,6869
MIL-07977,Jose,Jones,Jose Jones,54,Canadian,Vancouver,Finance,Senior Analyst,L6,370048,37338,7746,3930,3786,2946
MIL-07978,Brooke,Brown,Brooke Brown,22,Indian,Delhi,Engineering,Intern,L8,405313,93045,0,2054,3278,7428
MIL-07979,Phillip,White,Phillip White,52,British,Manchester,Customer Support,Support Executive,L5,289134,62981,0,4662,3950,13591
MIL-07980,William,Phelps,William Phelps,47,Canadian,Vancouver,Engineering,Tech Lead,L3,171111,19752,0,4760,1990,13143
MIL-07981,Mark,Preston,Mark Preston,51,Indian,Bangalore,Finance,Manager,L7,474977,116771,4484,4924,2538,5891
MIL-07982,Kevin,Davis,Kevin Davis,58,British,Manchester,Product,Director,L9,427951,65866,0,3905,1959,10412
MIL-07983,Scott,Foley,Scott Foley,22,American,San Francisco,Data & AI,ML Engineer,L7,752061,154853,0,1643,3869,8568
MIL-07984,Clayton,May,Clayton May,40,Indian,Delhi,Data & AI,Data Analyst,L2,58316,5917,2563,3112,1796,3755
MIL-07985,Brandon,Newman,Brandon Newman,28,American,New York,Data & AI,Data Analyst,L3,160883,18850,0,4312,2881,2396
MIL-07986,Dale,Vargas,Dale Vargas,45,German,Berlin,Finance,Manager,L8,514485,109553,6394,4376,1717,10252
MIL-07987,Linda,Scott,Linda Scott,37,American,New York,HR,HR Manager,L6,229825,41140,0,3296,1790,14638
MIL-07988,Alexandra,Frost,Alexandra Frost,45,Australian,Melbourne,Engineering,Junior Engineer,L2,20929,3653,0,1941,3356,12300
MIL-07989,Ashlee,Sweeney,Ashlee Sweeney,39,Canadian,Vancouver,Customer Support,Support Executive,L9,887742,209701,2073,2350,2531,4004
MIL-07990,Daniel,Rodgers,Daniel Rodgers,38,British,London,Customer Support,Team Lead,L4,106833,12915,0,4588,3224,2036
MIL-07991,Dillon,Rangel,Dillon Rangel,23,Indian,Pune,Finance,Manager,L9,655748,74872,0,3934,1211,7300
MIL-07992,Scott,Webster,Scott Webster,21,Indian,Delhi,Data & AI,AI Lead,L3,135006,28894,0,4064,2379,8234
MIL-07993,Nathaniel,Zimmerman,Nathaniel Zimmerman,40,German,Munich,Operations,Director,L10,897915,91604,2746,4242,3958,9148
MIL-07994,Michael,Collier,Michael Collier,40,British,Manchester,Sales & Marketing,Sales Executive,L9,651976,132947,0,1523,1252,4979
MIL-07995,Carol,Goodman,Carol Goodman,34,Australian,Melbourne,Finance,Manager,L10,480671,80338,0,3603,3641,11177
MIL-07996,Joseph,Alvarado,Joseph Alvarado,41,Australian,Melbourne,Customer Support,Manager,L6,316303,67580,0,2726,3168,7990
MIL-07997,Trevor,Miranda,Trevor Miranda,50,American,New York,HR,HR Associate,L6,352870,42416,5510,4539,1476,5822
MIL-07998,Timothy,Goodwin,Timothy Goodwin,46,Canadian,Vancouver,Operations,Director,L2,53326,7358,0,2025,2196,2258
MIL-07999,Michael,Montgomery,Michael Montgomery,39,Canadian,Toronto,Engineering,Engineering Manager,L3,79165,15909,0,3778,1432,6812
MIL-08000,Timothy,Thompson,Timothy Thompson,38,Canadian,Vancouver,Engineering,Tech Lead,L5,341208,69841,0,4519,1273,5400
MIL-08001,Sarah,Washington,Sarah Washington,33,Indian,Mumbai,Product,Director,L9,627196,132705,2260,4070,2994,6837
MIL-08002,Harry,Davis,Harry Davis,30,British,Manchester,HR,HR Associate,L8,497436,58801,3955,2914,1905,14900
MIL-08003,Michael,Brown,Michael Brown,36,American,New York,Sales & Marketing,Director,L8,700774,135720,0,2120,2273,3064
MIL-08004,Barbara,Fisher,Barbara Fisher,55,German,Munich,Customer Support,Team Lead,L3,136116,21107,0,3030,1242,8906
MIL-08005,Daisy,Gutierrez,Daisy Gutierrez,31,British,London,Operations,Ops Manager,L10,551772,105588,0,2585,3337,12491
MIL-08006,Krista,Jordan,Krista Jordan,56,Australian,Melbourne,Engineering,Junior Engineer,L1,32111,4249,1668,3704,3446,3737
MIL-08007,Taylor,Singh,Taylor Singh,25,Canadian,Toronto,Sales & Marketing,Sales Executive,L6,203791,44919,0,4106,3378,5868
MIL-08008,Aaron,Mullins,Aaron Mullins,22,American,New York,Operations,Director,L4,101933,23719,0,3577,1549,13799
MIL-08009,Melissa,Gibson,Melissa Gibson,54,American,Chicago,Engineering,Junior Engineer,L9,747276,102410,7474,3235,2285,13667
MIL-08010,Bradley,Crawford,Bradley Crawford,49,Canadian,Toronto,Finance,Analyst,L1,45457,5749,9699,3590,1839,10814
MIL-08011,Linda,Hudson,Linda Hudson,28,Canadian,Toronto,Customer Support,Manager,L9,678748,107446,0,4810,3438,10274
MIL-08012,Dylan,Navarro,Dylan Navarro,48,German,Berlin,Customer Support,Manager,L1,57723,7097,3309,3485,3963,14690
MIL-08013,Leslie,Carroll,Leslie Carroll,49,Australian,Melbourne,Sales & Marketing,Manager,L5,304769,37689,0,3342,2452,2267
MIL-08014,Robin,Case,Robin Case,55,American,Chicago,Customer Support,Manager,L6,244556,37617,0,4426,1247,12910
MIL-08015,Kristen,Nunez,Kristen Nunez,27,British,London,Product,Senior PM,L1,29295,4407,0,2437,1497,10759
MIL-08016,Jonathan,Hudson,Jonathan Hudson,35,British,London,HR,HR Director,L7,653833,72285,0,2029,1672,10813
MIL-08017,Jacob,Mack,Jacob Mack,43,Canadian,Vancouver,Data & AI,ML Engineer,L4,165644,30438,0,4065,1804,11870
MIL-08018,Robert,Monroe,Robert Monroe,24,Australian,Sydney,Data & AI,AI Lead,L9,652310,157989,0,2390,1497,9388
MIL-08019,Christina,Jones,Christina Jones,48,Canadian,Toronto,Product,Associate PM,L8,453970,69611,8437,1912,3886,5848
MIL-08020,Jessica,Smith,Jessica Smith,28,Indian,Chennai,Sales & Marketing,Marketing Associate,L3,144250,25369,7581,2897,2441,11292
MIL-08021,Julie,Warner,Julie Warner,45,Canadian,Toronto,Engineering,Engineering Manager,L6,210790,34333,3286,3076,2258,11804
MIL-08022,Stephen,Harris,Stephen Harris,21,Australian,Melbourne,Operations,Director,L8,685838,92061,0,3282,3797,2278
MIL-08023,Austin,Blanchard,Austin Blanchard,37,Indian,Hyderabad,Finance,Director,L2,37602,5370,0,3531,1757,6950
MIL-08024,Shirley,Gonzalez,Shirley Gonzalez,23,American,Chicago,Operations,Director,L10,706730,100384,1197,4171,2521,3752
MIL-08025,Allen,Flores,Allen Flores,22,Australian,Melbourne,Product,Associate PM,L9,891198,160948,0,3060,1793,8782
MIL-08026,Fernando,Hicks,Fernando Hicks,34,American,San Francisco,Operations,Director,L4,69343,14824,0,2902,1582,13192
MIL-08027,Barbara,Ross,Barbara Ross,23,American,Chicago,Customer Support,Manager,L4,125933,30002,0,3740,2610,14042
MIL-08028,Matthew,Fernandez,Matthew Fernandez,58,American,New York,Customer Support,Support Executive,L1,28365,6286,0,4914,3739,8488
MIL-08029,Michelle,Williams,Michelle Williams,44,German,Munich,Customer Support,Team Lead,L3,160376,34788,0,2541,1953,4464
MIL-08030,Ricky,Rich,Ricky Rich,23,British,London,Data & AI,ML Engineer,L9,895314,212657,0,2226,1358,2654
MIL-08031,Meghan,Torres,Meghan Torres,48,American,New York,Customer Support,Team Lead,L1,47779,7070,0,3185,1794,13489
MIL-08032,Molly,Perez,Molly Perez,43,Australian,Melbourne,Product,Product Manager,L9,526795,98965,0,4052,3608,7996
MIL-08033,Karen,Montgomery,Karen Montgomery,24,Australian,Melbourne,Engineering,Junior Engineer,L3,77849,12135,0,3820,2231,14444
MIL-08034,Alicia,Weeks,Alicia Weeks,45,Canadian,Vancouver,Sales & Marketing,Sales Executive,L6,311792,55761,5238,4828,1251,6695
MIL-08035,Courtney,Larsen,Courtney Larsen,48,Indian,Bangalore,Engineering,Junior Engineer,L6,319698,57786,0,2611,2583,6502
MIL-08036,Kristen,Elliott,Kristen Elliott,55,Australian,Sydney,Engineering,Tech Lead,L1,37910,5369,0,3244,3956,7696
MIL-08037,Rebecca,Lane,Rebecca Lane,40,German,Munich,Product,Director,L1,45749,7711,0,3505,3157,11607
MIL-08038,Christopher,Turner,Christopher Turner,49,Indian,Pune,Data & AI,AI Lead,L10,891595,149501,0,3507,3948,11564
MIL-08039,Curtis,Simpson,Curtis Simpson,35,British,Manchester,Operations,Director,L10,645494,95366,0,4051,3760,7882
MIL-08040,Mary,Hernandez,Mary Hernandez,39,German,Munich,HR,HR Manager,L7,806121,149340,0,3357,3973,2722
MIL-08041,Hailey,Mendez,Hailey Mendez,26,British,London,Operations,Director,L2,22740,4454,0,3112,2927,4501
MIL-08042,Lori,Vasquez,Lori Vasquez,52,British,London,Data & AI,Data Scientist,L3,102589,15022,0,2339,2652,3777
MIL-08043,Melissa,Payne,Melissa Payne,32,American,Chicago,Sales & Marketing,Director,L6,293556,45598,6345,2038,1854,12773
MIL-08044,James,Greene,James Greene,55,Canadian,Toronto,Sales & Marketing,Marketing Associate,L5,303849,50404,0,2045,2970,8646
MIL-08045,Ryan,Benjamin,Ryan Benjamin,33,British,Manchester,Operations,Ops Executive,L1,59832,6499,3369,2702,3834,9285
MIL-08046,Gregory,Smith,Gregory Smith,43,German,Munich,HR,HR Director,L7,681823,99930,0,2293,2403,2841
MIL-08047,Lisa,Patrick,Lisa Patrick,33,German,Berlin,Sales & Marketing,Sales Executive,L10,580590,140476,0,3416,3305,14562
MIL-08048,Ashley,Farrell,Ashley Farrell,24,German,Berlin,Customer Support,Support Executive,L6,386335,56069,0,4324,2958,12194
MIL-08049,David,Lewis,David Lewis,55,American,San Francisco,Finance,Analyst,L5,277769,50044,0,4921,3577,3883
MIL-08050,Christopher,Mcgee,Christopher Mcgee,57,British,Manchester,Finance,Manager,L10,607524,121475,0,2590,2955,6171
MIL-08051,Barbara,Johnson,Barbara Johnson,60,Australian,Sydney,Product,Associate PM,L6,336431,50790,0,2292,3703,13059
MIL-08052,Jeremy,Lewis,Jeremy Lewis,22,American,San Francisco,HR,HR Manager,L5,190800,44002,8739,2287,2585,7179
MIL-08053,Carrie,Jackson,Carrie Jackson,32,German,Berlin,Customer Support,Team Lead,L9,761277,146226,0,2010,1270,14416
MIL-08054,Kathryn,White,Kathryn White,23,Australian,Melbourne,Operations,Ops Manager,L10,578053,122999,0,3071,2072,6792
MIL-08055,Jessica,Blevins,Jessica Blevins,56,British,London,HR,HR Manager,L7,484361,92441,0,3596,1511,10978
MIL-08056,Jake,Kim,Jake Kim,41,Australian,Melbourne,Operations,Director,L2,38947,6098,2448,4199,1430,8810
MIL-08057,Desiree,Cook,Desiree Cook,43,Indian,Mumbai,HR,HR Associate,L5,328182,60922,0,4367,1998,3249
MIL-08058,Kenneth,Johnson,Kenneth Johnson,30,German,Munich,Finance,Analyst,L4,148683,32123,0,1640,2473,7131
MIL-08059,Sharon,Zavala,Sharon Zavala,59,British,Manchester,Product,Senior PM,L10,876566,148546,0,4684,1518,8613
MIL-08060,Mark,Fuller,Mark Fuller,51,German,Berlin,Product,Product Manager,L1,41117,6752,0,4650,1913,10371
MIL-08061,Richard,Rodriguez,Richard Rodriguez,24,British,London,HR,HR Director,L3,107569,13601,0,4206,3840,13123
MIL-08062,Rachel,Christensen,Rachel Christensen,55,German,Munich,HR,HR Director,L9,531316,79182,5905,3735,3421,11799
MIL-08063,Anthony,Park,Anthony Park,41,American,New York,Finance,Director,L3,89559,16676,0,3638,2959,11893
MIL-08064,Ryan,Long,Ryan Long,41,Indian,Chennai,Engineering,Engineering Manager,L1,42354,9103,1953,3264,2379,6095
MIL-08065,Amy,Haney,Amy Haney,40,Australian,Sydney,Operations,Ops Executive,L4,171982,23215,0,3496,2598,5942
MIL-08066,Kristin,Hill,Kristin Hill,46,British,Manchester,Operations,Ops Executive,L9,834990,90276,0,4139,3119,8891
MIL-08067,Erika,Gay,Erika Gay,56,American,San Francisco,Finance,Manager,L4,97669,14072,0,4328,3939,7764
MIL-08068,Connor,Johnson,Connor Johnson,51,Canadian,Toronto,Engineering,Senior Engineer,L2,49717,11802,4862,4010,3441,10085
MIL-08069,Gary,Hodges,Gary Hodges,49,Canadian,Toronto,Product,Director,L3,80029,9645,0,2518,2224,14344
MIL-08070,Annette,Jackson,Annette Jackson,28,American,San Francisco,Finance,Director,L4,62259,8496,3888,3697,3393,12438
MIL-08071,Michael,Parker,Michael Parker,41,American,San Francisco,Product,Associate PM,L9,869196,92924,5150,3155,2907,10212
MIL-08072,Wesley,Martinez,Wesley Martinez,58,Canadian,Vancouver,Operations,Ops Executive,L8,481499,104342,0,2831,3127,7616
MIL-08073,Katie,Wise,Katie Wise,45,Canadian,Vancouver,Customer Support,Manager,L3,110093,15475,0,3751,1398,9518
MIL-08074,Jessica,Moore,Jessica Moore,53,German,Munich,Data & AI,AI Lead,L7,824351,95131,0,4363,1308,14218
MIL-08075,Todd,Barry,Todd Barry,52,Canadian,Toronto,Sales & Marketing,Sales Executive,L4,162494,25938,3230,3296,2313,9692
MIL-08076,Keith,Rogers,Keith Rogers,44,German,Munich,Engineering,Tech Lead,L7,834224,159835,6502,4933,2193,13507
MIL-08077,Linda,Hudson,Linda Hudson,37,Canadian,Vancouver,Sales & Marketing,Manager,L8,484627,86589,0,4878,2959,6155
MIL-08078,Allison,Shaw,Allison Shaw,49,German,Berlin,Sales & Marketing,Director,L4,149351,20356,1416,2334,2849,7920
MIL-08079,Thomas,Watkins,Thomas Watkins,60,Indian,Hyderabad,HR,HR Associate,L1,27579,5765,0,4739,2489,12021
MIL-08080,Jennifer,Wilson,Jennifer Wilson,37,Canadian,Vancouver,Sales & Marketing,Manager,L1,25486,5487,0,1599,1836,11000
MIL-08081,Michael,Frye,Michael Frye,53,Indian,Mumbai,Finance,Manager,L1,49772,10896,0,2775,1645,12641
MIL-08082,Kevin,Burton,Kevin Burton,53,Canadian,Vancouver,Finance,Senior Analyst,L9,743936,83420,0,2611,3539,4990
MIL-08083,John,Ewing,John Ewing,43,Canadian,Vancouver,Data & AI,Data Analyst,L5,302629,71678,0,2033,3788,4765
MIL-08084,David,Mooney,David Mooney,44,Indian,Hyderabad,Customer Support,Manager,L7,863719,185754,0,4418,3350,11718
MIL-08085,Michael,Jennings,Michael Jennings,40,German,Berlin,HR,HR Director,L9,635275,69665,0,3918,3214,2475
MIL-08086,Scott,Smith,Scott Smith,46,Indian,Hyderabad,Customer Support,Team Lead,L1,35357,7330,0,4325,3249,12760
MIL-08087,Michael,Gibbs,Michael Gibbs,28,Canadian,Vancouver,Operations,Director,L7,646472,154288,0,4523,3310,6797
MIL-08088,Eddie,Baker,Eddie Baker,30,Australian,Sydney,Customer Support,Support Executive,L5,392239,72682,0,2350,1310,11759
